clause_id,clause,reply,remark,answer,times_used
17563,Compatibility The SIGA-PD detector is compatible only with the Signature Loop Controller,Comply,"Please refer to Catalogue Section #9, Page 35 Compatibility",Comply,1
17564,"• Photoelectric detectors have a wide range of fire-sensing capabilities and are best suited for detecting slow, smolder-ing fires",Comply,"Please refer to Catalogue Section #9, Page 36 Warning & Cautions",Comply,1
17565,"Agency Listings CAN/ULC-S529, UL 268, UL 268A",Comply,"Please refer to Catalogue Section #9, Page 37 Specifications",Comply,1
17566,"The Signature Series SIGA-PD optical smoke detector brings advanced sensing technology to a practical design that increases efficiency, saves installation time, cuts costs, and extends life safety and property protection capabilities. Continuous self-diagnostics ensure reliability over the long-haul, while environmental compensation helps reduce maintenance costs.",Comply,"Please refer to Catalogue Section #9, Page 34 Overview",Comply,1
17567,This equipment has been tested and found to comply with the limits for Class A computing devices pursuant to Subpart B of Part 15 of the FCC Rules. These rules are designed to provide reasonable protection against such interference when this equipment is operated in a commercial environment.,Comply,"Please refer to Catalogue Section #9, Page 34 Overview",Comply,2
17568,• Bicolor (Green/Red) Status Led,Comply,"Please refer to Catalogue Section #9, Page 34 Standard Features",Comply,2
17568,• Bicolor (Green/Red) Status Led,Comply,"Please refer to Catalogue Section #9, Page 38 Standard Features",Comply,1
17569,Reverberant room per UL 268 Temporal 16 Vdc 77.5 84.1 24 Vdc 81.5 86.7 33 Vdc 84.5 89.1 Steady 16 Vdc 81.5 87.7 24 Vdc 85.5 90.5 33 Vdc 87.8 92.5,Comply,"Please refer to Catalogue Section #9, Page 46 Sound Level Output, AB4G",Comply,1
17570,"The SIGA-HRD is an intelligent fixed temperature/rate-of-rise fire detector. It monitors the temperature of the surrounding air and analyzes the data from the sensor to determine whether to initiate an alarm. The rate-of-rise heat function quickly detects a fast, flaming fire. The fixed-temperature heat function detects fire when the air temperature near the detector exceeds the alarm point.",Comply,"Please refer to Catalogue Section #9, Page 38 Overview",Comply,1
17571,"Agency Listings CAN/ULC-S530, UL 521",Comply,"Please refer to Catalogue Section #9, Page 41 Specifications",Comply,1
17572,"The SIGA-HRD combination fixed temperature/rate-of-rise heat detector provides a 15 °F (9 °C) per minute rate-of-rise heat sen- sor for the detection of fast-developing fires, as well as a 135°F (57°C) fixed temperature sensor for slow building-fires.",Comply,"Please refer to Catalogue Section #9, Page 39 Application",Comply,1
17573,• Next Generation Heat Sensing Technology,Comply,"Please refer to Catalogue Section #9, Page 38 Standard Features",Comply,2
17574,"The microprocessor in each detector provides additional benefits - Self-diagnostics and History Log, Automatic Device Mapping, and Fast, Stable Communication.",Comply,"Please refer to Catalogue Section #9, Page 39 Sensing and reporting technology",Comply,1
17575,The operating characteristics of the fire alarm stations are deter- mined by their sub-type code or “Personality Code”. NORMALLY- OPEN ALARM - LATCHING (Pesonality Code 1) is assigned by the factory; no user configuration is required. The device is configured for Class B IDC operation. An ALARM signal is sent to the loop controller when the station’s pull lever is operated. The alarm con- dition is latched at the station.,Comply,"Please refer to Catalogue Section #9, Page 49 Application",Comply,1
17576,"Agency Listings UL, ULC (note 1), MEA, CSFM",Comply,"Please refer to Catalogue Section #9, Page 51 Specifications",Comply,1
17577,"Manual Pull Stations feature our very familiar teardrop shape. They are made from die-cast zinc and finished with red epoxy powder- coat paint complemented by aluminum colored stripes and mark- ings. With positive pull-lever operation, one pull on the station handle breaks the glass rod and turns in a positive alarm, ensuring protection plus fool-proof operation.",Comply,"Please refer to Catalogue Section #9, Page 48 Overview",Comply,1
17578,"Electronic Addressing: The loop controller electronically addresses each manual station, saving valuable time during system commissioning. Setting complicated switches or dials is not required. Each station has its own unique serial number stored in its on-board memory. The loop controller identifies each device on the loop and assigns a “soft” address to each serial number. If desired, the stations can be addressed using the SIGA-PRO Signature Program/Service Tool.",Comply,"Please refer to Catalogue Section #9, Page 50 Installation",Comply,1
17579,To test (or reset) the station simply open the station and operate the exposed switch. The SIGA-270 series are opened with a tool; the SIGA-278 requires the key which is supplied with that station.,Comply,"Please refer to Catalogue Section #9, Page 49 Testing & Maintenance",Comply,1
17580,"• Electronic Addressing with Non-volatile memory Permanently stores programmable address, serial number, type of device, and job number. Automatically updates historic information including hours of operation, last maintenance date, number of alarms and troubles, and time and date of last alarm.",Comply with soft addressing,"Please refer to Catalogue Section #9, Page 48 Standard Features",Comply,1
17581,"Provides one no/nc contact (SIGA-CR/MCR) Form “C” dry relay contact can be used to control external ap- pliances such as door closers, fans, dampers etc.",Comply,"Please refer to Catalogue Section #9, Page 52 Standard Features",Comply,1
17582,"Electronic Addressing - The loop controller electronically ad- dresses each module, saving valuable time during system com- missioning. Setting complicated switches or dials is not required. Each module has its own unique serial number stored in its on- board memory. The loop controller identifies each device on the loop and assigns a “soft” address to each serial number. If desired, the modules can be addressed using the SIGA-PRO Signature Program/Service Tool.",Comply,"Please refer to Catalogue Section #9, Page 53 Installation",Comply,1
17583,SIGA-CR and SIGA-CRR: modules mount to North American 2½ inch (64 mm) deep 1-gang boxes and 1½ inch (38 mm) deep 4 inch square boxes with 1-gang covers and SIGA-MP mounting plates. The terminals are suited for #12 to #18 AWG (2.5 mm2 to 0.75 mm2) wire size.,Comply,"Please refer to Catalogue Section #9, Page 53 Installation",Comply,1
